95.77375,85.89101,-279.5277,,,,
93.20587,80.86266,-275.1108,,,,
95.15883,86.20874,-270.7497,,,,
94.93777,87.04353,-270.7763,,,,
,,,,,,
,,,,Online,Greedy,Average
,,,BaS,95.77375,85.89101,-279.5277
,,,SaB,93.20587,80.86266,-275.1108
,,,Rand,95.15883,86.20874,-270.7497
,,,Equal,94.93777,87.04353,-270.7763
90.27523,70.26873,-69.01854
92.42169,70.76662,-70.31168
91.24182,70.26908,-69.08234
91.45152,70.71014,-68.62037
